split,mae,rmse,mape,r2
1,0.4882017225576119,0.5233600344145916,25.943256264236396,-4.852106082636213
2,0.009013984727570843,0.03494872440837375,0.5053789206268583,0.7674208935427047
3,0.022973238580060028,0.0915216781488356,1.245644513174319,-3.05756421192927
4,0.006017103825524635,0.014639078098054223,0.34830950077609063,0.9206443771703571
5,0.0061879820728116385,0.011162225569579668,0.3561007549537027,0.9734335021970756
