num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
3,0.009947952964930609,0.0330210871821505,0.5375487347259431,-0.2752944438481106,0.00773634147845529,0.04355098016069648,0.41871874969906575,1.9966542024693812
