num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.16112913277159993,0.21513699644424844,4.584083514419458,0.48014270687111366,0.1620681907706828,0.189760311822727,4.5358751251171565,0.9578688494450878
