num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.016625152259702902,0.06445875317098829,0.3345972064667059,-0.46471805802268296,0.0072176321709702,0.04634242230554334,0.13658492409600353,2.426333067603878
