split,mae,rmse,mape,r2
1,0.010238209321518017,0.02032019687852752,0.18284506605261083,0.2802920773093628
2,0.011887604429415836,0.036595103561531714,0.24456592548209471,0.9352345655741933
3,0.01573333827794797,0.07117870308942077,0.3034097282287462,0.2799607453319569
4,0.016627127190776234,0.05414734282454209,0.4198078697804302,0.9456231939192058
5,0.028639482078856453,0.14005241950091932,0.5223574427896475,-4.764700872248134
