num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.004525377451537019,0.013479661122434474,0.19948265828318765,0.91746880918028,0.0007702752962958663,0.012999869593095044,0.07919096363193602,0.06454754211919149
