time,result,table,controller,site,power_factor_avg,power_factor_l1,power_factor_l2,power_factor_l3,units,current_l1,current_l2,current_l3,volts_l1_n,volts_l2_n,volts_l3_n,apparent_power_l1,apparent_power_l2,apparent_power_l3,apparent_power_total,power_l1,power_l2,power_l3
2026-01-27 07:30:00+00:00,0.0,2.0277777777777777,0.0,0.0,0.6957142857142857,0.7228571428571428,0.7042857142857143,0.66,0.0,6.207142857142857,5.595714285714286,8.75,235.48571428571427,233.3857142857143,235.70000000000002,1.4494371428571429,1.2989614285714286,2.0550614285714284,4.803731428571429,1.0948225714285713,0.9176394285714286,1.3609357142857144
2026-01-27 07:45:00+00:00,0.0,2.064516129032258,0.0,0.0,0.6900000000000001,0.7066666666666667,0.6999999999999998,0.66,0.0,5.710000000000001,5.6066666666666665,8.741666666666667,235.6,233.36666666666667,235.58333333333334,1.3404066666666665,1.3073649999999999,2.061305,4.710311666666667,0.9873058333333334,0.9176363333333334,1.3595599999999999
2026-01-27 08:00:00+00:00,0.0,2.024390243902439,0.0,0.0,0.6775,0.67625,0.70375,0.66,0.0,4.8375,5.5975,8.72,235.3625,233.0625,235.325,1.13460875,1.30317875,2.0513325,4.49269,0.784754,0.9170343750000001,1.35485125
2026-01-27 08:15:00+00:00,0.0,2.0,0.0,0.0,0.67,0.66,0.7057142857142856,0.66,0.0,4.297142857142857,5.588571428571428,8.691428571428572,235.1,232.75714285714284,234.78571428571428,1.0086214285714286,1.2988985714285715,2.039225714285714,4.347678571428571,0.6606911428571429,0.913669,1.34836
2026-01-27 08:30:00+00:00,0.0,2.0,0.0,0.0,0.71,0.7733333333333333,0.71,0.66,0.0,6.960000000000001,5.586666666666666,8.683333333333332,234.26666666666665,232.36666666666667,234.46666666666667,1.6240966666666665,1.29495,2.0343433333333336,4.95525,1.285088,0.9123223333333333,1.34439
2026-01-27 08:45:00+00:00,0.0,1.9761904761904763,0.0,0.0,0.73,0.83,0.71,0.66,0.0,8.3,5.59,8.69,234.0,232.3,234.5,1.93315,1.29409,2.03562,5.26735,1.59836,0.912462,1.34386
2026-01-27 09:00:00+00:00,0.0,2.0,0.0,0.0,0.6833333333333335,0.6833333333333332,0.71,0.6633333333333334,0.0,4.933333333333334,5.566666666666666,8.653333333333334,234.1,231.85,234.04999999999998,1.1549873333333334,1.28655,2.0264716666666667,4.466481666666667,0.8113583333333333,0.9118161666666666,1.3473466666666667
2026-01-27 09:15:00+00:00,0.0,1.8918918918918919,0.0,0.0,0.6714285714285715,0.66,0.7042857142857143,0.6614285714285714,0.0,4.26,5.572857142857143,8.64857142857143,234.17142857142858,231.81428571428572,233.95714285714286,0.9973984285714286,1.2891428571428574,2.0242542857142856,4.306725714285714,0.6531061428571429,0.9107200000000001,1.3382485714285715
2026-01-27 09:30:00+00:00,0.0,1.8863636363636365,0.0,0.0,0.67,0.655,0.71,0.66,0.0,4.265,5.57,8.65,234.25,231.9,234.1,0.99859,1.28942,2.026865,4.312335,0.6533145,0.909727,1.3376299999999999
2026-01-27 09:45:00+00:00,0.0,2.0,0.0,0.0,0.67,0.6571428571428573,0.71,0.66,0.0,4.2628571428571425,5.57,8.657142857142857,234.2,232.04285714285714,234.1,0.9981468571428572,1.2914642857142857,2.0263414285714285,4.3127699999999995,0.6529802857142857,0.9113484285714285,1.341497142857143
