time,result,table,controller,site,digital_input_1_and_2,power_factor_avg,power_factor_l1,power_factor_l2,power_factor_l3,units,current_l1_thd,current_l3_thd,current_unbalance,volts_l1_thd,volts_l2_thd,volts_l3_thd,volts_unbalance,current_avg,current_l1,current_l2,current_l3,freq,volts_l1_l2,volts_l1_n,volts_l2_l3,volts_l2_n,volts_l3_l1,volts_l3_n,volts_l_l_avg,volts_l_n_avg,apparent_power_demand,apparent_power_l1,apparent_power_l2,apparent_power_l3,apparent_power_total,apparent_energy,reactive_power_demand,reactive_energy_export,reactive_energy_import,max_power_demand,power_demand,power_l1,power_l2,power_l3,power_total,energy_export,energy_import,reactive_power_l1,reactive_power_l2,reactive_power_l3,reactive_power_total
2026-01-28 02:30:00+00:00,0.0,5.252336448598131,0.0,0.0,0.0,0.73,0.83,0.70375,0.66,0.0,2.275,5.8500000000000005,24.974999999999998,2.5250000000000004,2.8499999999999996,2.9,0.4,7.483750000000001,8.12,5.60625,8.72875,50.0,405.0625,234.675,406.625,233.6375,405.9,235.3125,405.9,234.5125,4.71,1.90324,1.30722375,2.0527837499999997,5.257735,9621.775,2.075,117.3,5571.675,4.93,3.2475,1.56991375,0.918805625,1.35291375,3.84543625,182.8,7381.675,1.07444375,0.928274625,1.542305,3.5455674999999998
2026-01-28 02:45:00+00:00,0.0,5.511363636363637,0.0,0.0,0.0,0.7299999999999999,0.83,0.71,0.66,0.0,4.6,5.7,25.2,2.0,3.0,2.6,0.4,7.49,8.17,5.6,8.71,50.0,404.5,234.3,406.0,233.2,405.4,235.0,405.4,234.2,4.68,1.9113899999999997,1.30263,2.04589,5.25261,9622.6,2.06,117.3,5572.2,4.93,3.2399999999999998,1.5785700000000003,0.917745,1.35117,3.85568,182.8,7382.2,1.0808,0.924934,1.5365300000000002,3.54033
2026-01-28 03:00:00+00:00,0.0,5.488888888888889,0.0,0.0,0.0,0.7014285714285714,0.7328571428571429,0.71,0.6657142857142857,0.0,5.685714285714285,3.414285714285714,33.885714285714286,2.5714285714285716,2.8857142857142857,2.142857142857143,0.4571428571428572,6.707142857142857,5.9071428571428575,5.577142857142857,8.647142857142857,50.0,402.84285714285716,233.55714285714288,404.1714285714285,232.0,403.62857142857143,233.74285714285716,403.62857142857143,233.17142857142858,4.634285714285714,1.3792974285714286,1.2913557142857142,2.01905,4.684038571428571,9623.628571428571,2.037142857142857,117.3,5573.0,4.93,3.2228571428571433,1.0488402857142858,0.9141992857142858,1.3398385714285712,3.3063428571428575,182.8,7383.0,0.881792,0.9119865714285714,1.5108842857142857,3.3035071428571428
2026-01-28 03:15:00+00:00,0.0,5.533333333333333,0.0,0.0,0.0,0.7057142857142857,0.7385714285714285,0.71,0.6657142857142857,0.0,6.171428571428572,5.142857142857143,34.114285714285714,2.142857142857143,1.9000000000000001,2.2714285714285714,0.4571428571428572,6.701428571428572,5.952857142857143,5.554285714285713,8.592857142857143,50.0,401.1714285714285,232.57142857142858,402.42857142857144,231.21428571428572,401.88571428571424,232.77142857142857,401.8285714285715,232.14285714285714,4.565714285714286,1.3845234285714285,1.286367142857143,2.0052128571428574,4.675855714285715,9625.285714285714,2.0142857142857142,117.3,5574.171428571428,4.93,3.1814285714285715,1.0555022857142857,0.9116839999999999,1.3313685714285712,3.300498571428571,182.8,7384.171428571428,0.879804,0.9044764285714286,1.4944085714285715,3.2808485714285713
2026-01-28 03:30:00+00:00,0.0,5.46,0.0,0.0,0.0,0.68,0.67,0.71,0.67,0.0,6.9,7.5,40.5,2.4,1.3,1.5,0.5,6.11,4.2,5.55,8.58,50.0,401.0,232.7,402.3,231.0,401.8,232.6,401.7,232.1,4.54,0.980606,1.28428,2.00217,4.26813,9625.5,2.01,117.3,5574.3,4.93,3.16,0.652319,0.910094,1.32977,2.89354,182.8,7384.3,0.730377,0.901521,1.48978,3.12304
2026-01-28 03:45:00+00:00,0.0,5.370786516853933,0.0,0.0,0.0,0.6971428571428572,0.7300000000000001,0.71,0.6614285714285714,0.0,6.428571428571429,4.542857142857143,34.457142857142856,1.7571428571428573,1.942857142857143,2.142857142857143,0.4571428571428572,6.7700000000000005,6.107142857142857,5.571428571428571,8.635714285714286,49.957142857142856,402.2,233.12857142857143,403.4142857142857,231.72857142857146,403.0857142857143,233.32857142857142,402.9428571428571,232.74285714285716,4.458571428571429,1.4190564285714284,1.2901857142857143,2.0167242857142855,4.727168571428571,9627.342857142856,2.0185714285714282,117.3,5575.714285714285,4.93,3.0700000000000003,1.0788937142857142,0.911612,1.333237142857143,3.324601428571429,182.8,7385.585714285714,0.9078561428571429,0.9118517142857143,1.5085557142857142,3.329007142857143
2026-01-28 04:00:00+00:00,0.0,5.4935064935064934,0.0,0.0,0.0,0.68,0.66,0.71,0.6633333333333334,0.0,7.699999999999999,4.8,38.0,2.6333333333333333,3.1166666666666667,3.25,0.48333333333333334,6.13,4.226666666666667,5.56,8.606666666666667,50.0,401.56666666666666,233.0,402.6000000000001,231.1,402.26666666666665,232.83333333333334,402.1333333333334,232.33333333333334,4.6000000000000005,0.9835826666666666,1.28327,2.0033499999999997,4.268293333333333,9628.566666666666,2.03,117.3,5576.566666666667,4.93,3.1933333333333334,0.6516413333333333,0.9074873333333334,1.3369866666666665,2.8962,182.80000000000004,7386.5,0.7340939999999999,0.904043,1.4926333333333333,3.1320600000000005
2026-01-28 04:15:00+00:00,0.0,5.533333333333333,0.0,0.0,0.0,0.7057142857142857,0.7371428571428572,0.71,0.6657142857142857,0.0,5.7,4.3999999999999995,34.357142857142854,2.642857142857143,2.5285714285714285,2.6714285714285713,0.4571428571428572,6.738571428571428,6.075714285714286,5.551428571428572,8.582857142857142,49.957142857142856,400.7714285714286,232.52857142857144,401.9142857142857,230.84285714285716,401.4142857142857,232.5142857142857,401.38571428571424,231.92857142857142,4.534285714285714,1.4037127142857142,1.28062,1.9957757142857144,4.680255714285714,9629.457142857142,2.005714285714286,117.3,5577.128571428571,4.93,3.1585714285714284,1.072328857142857,0.9108454285714286,1.329807142857143,3.3116685714285716,182.8,7387.128571428571,0.8933814285714285,0.9009039999999999,1.4859442857142857,3.2779728571428572
2026-01-28 04:30:00+00:00,0.0,5.384615384615385,0.0,0.0,0.0,0.68,0.67,0.71,0.67,0.0,6.857142857142857,4.814285714285714,40.4,2.5857142857142854,2.3714285714285714,2.5285714285714285,0.5,6.11,4.204285714285715,5.545714285714285,8.575714285714286,50.0,400.9142857142857,232.75714285714284,402.0285714285714,230.94285714285712,401.5285714285714,232.5,401.5857142857143,232.04285714285714,4.41,0.9758684285714285,1.2799528571428571,1.9917728571428572,4.246862857142857,9630.185714285715,1.9957142857142858,117.3,5577.7,4.93,3.0485714285714285,0.6508422857142857,0.9112229999999999,1.3300142857142858,2.8945385714285714,182.8,7387.614285714285,0.7258220000000001,0.8986041428571429,1.4816585714285715,3.1065785714285714
2026-01-28 04:45:00+00:00,0.0,5.467532467532467,0.0,0.0,0.0,0.6750000000000002,0.665,0.705,0.665,0.0,7.5,4.1000000000000005,40.300000000000004,1.95,2.2,1.5499999999999998,0.5,6.170000000000001,4.2700000000000005,5.585,8.655,50.0,403.59999999999997,234.25,404.75,232.45000000000002,404.25,234.04999999999998,404.3,233.6,4.29,0.9930254999999999,1.288655,2.01733,4.31069,9631.25,1.99,117.3,5578.450000000001,4.93,2.94,0.6579045,0.9119805,1.3406500000000001,2.91249,182.80000000000004,7388.25,0.7469145,0.911058,1.505025,3.162575
2026-01-28 05:00:00+00:00,0.0,5.447916666666667,0.0,0.0,0.0,0.67,0.65,0.7,0.66,0.0,8.1,1.6,40.3,4.2,2.2,2.6,0.5,6.2299999999999995,4.33,5.62,8.73,50.0,406.0,235.6,407.2,233.7,406.7,235.5,406.6,235.0,4.55,1.01942,1.31208,2.05476,4.38339,9632.2,2.0,117.3,5579.1,4.93,3.18,0.663323,0.918143,1.3541900000000002,2.94182,182.8,7388.9,0.770684,0.937049,1.54743,3.25522
2026-01-28 05:15:00+00:00,0.0,5.468354430379747,0.0,0.0,0.0,0.67,0.655,0.6999999999999998,0.66,0.0,8.299999999999999,2.6,40.199999999999996,3.35,2.35,2.6,0.5,6.2250000000000005,4.325,5.625,8.72,50.0,405.95,235.6,407.15000000000003,233.75,406.7,235.35,406.65000000000003,234.95000000000002,4.61,1.0187950000000001,1.31338,2.053125,4.384835,9633.0,2.03,117.3,5579.650000000001,4.93,3.2000000000000006,0.6652515,0.9210145000000001,1.35286,2.9420599999999997,182.80000000000004,7389.45,0.770286,0.936829,1.54505,3.2528
2026-01-28 05:30:00+00:00,0.0,5.5,0.0,0.0,0.0,0.67,0.6557142857142857,0.7042857142857143,0.66,0.0,8.2,3.9857142857142853,40.1,2.457142857142857,2.9285714285714284,2.857142857142857,0.5,6.224285714285714,4.324285714285715,5.625714285714286,8.714285714285715,50.0,406.0285714285714,235.68571428571428,407.2285714285714,233.84285714285716,406.7857142857143,235.37142857142857,406.7,234.9857142857143,4.652857142857143,1.0159157142857143,1.3079771428571427,2.0448042857142856,4.368798571428571,9634.22857142857,2.06,117.3,5580.5,4.93,3.2028571428571433,0.6670184285714286,0.9201668571428572,1.3525071428571427,2.934195714285714,182.8,7390.3,0.769231857142857,0.9308777142857142,1.5346899999999999,3.234407142857143
2026-01-28 05:45:00+00:00,0.0,5.4605263157894735,0.0,0.0,0.0,0.67,0.65,0.71,0.66,0.0,7.8,4.5,40.1,2.4,3.5,3.2000000000000006,0.5,6.23,4.33,5.62,8.72,50.0,406.2,235.80000000000004,407.3999999999999,233.9,406.8999999999999,235.6,406.7,235.1,4.63,1.01291,1.29904,2.03589,4.34549,9634.8,2.06,117.3,5580.899999999999,4.93,3.18,0.6668030000000001,0.9152080000000001,1.35381,2.92339,182.80000000000004,7390.7,0.768357,0.9232359999999998,1.52405,3.21311
2026-01-28 06:00:00+00:00,0.0,5.298969072164948,0.0,0.0,0.0,0.67,0.6542857142857142,0.7,0.66,0.0,7.271428571428571,5.757142857142858,40.15714285714286,2.8285714285714287,0.9285714285714286,2.642857142857143,0.5,6.22,4.33,5.61,8.715714285714286,50.0,405.64285714285717,235.45714285714286,406.7857142857143,233.55714285714288,406.24285714285713,235.21428571428572,406.1857142857143,234.7,4.527142857142857,1.0156557142857143,1.3089014285714284,2.04806,4.371917142857143,9636.471428571429,2.0542857142857143,117.3,5582.171428571428,4.93,3.082857142857143,0.6670752857142856,0.9214215714285714,1.3544414285714286,2.9401957142857142,182.8,7391.785714285715,0.7678215714285714,0.9315967142857143,1.5406285714285715,3.2417785714285716
2026-01-28 06:15:00+00:00,0.0,5.32051282051282,0.0,0.0,0.0,0.67,0.65,0.6999999999999998,0.66,0.0,6.6499999999999995,5.95,40.25,1.5,2.1,2.45,0.5,6.21,4.32,5.609999999999999,8.705,50.0,405.7,235.25,406.95000000000005,233.14999999999998,406.5,235.04999999999998,406.45000000000005,234.79999999999998,4.66,1.01584,1.3095,2.049805,4.373015,9637.55,2.055,117.3,5582.950000000001,4.93,3.215,0.664633,0.9203855000000001,1.3548799999999999,2.93761,182.80000000000004,7392.599999999999,0.7688185000000001,0.931254,1.5395200000000002,3.240015
2026-01-28 06:30:00+00:00,0.0,5.4375,0.0,0.0,0.0,0.73,0.82,0.7,0.66,0.0,4.26,7.92,29.24,1.7,2.1,1.64,0.42000000000000004,7.67,8.67,5.61,8.73,50.0,404.9,234.6,406.4,233.3,405.6,234.9,405.6,234.4,4.65,2.02034,1.30971,2.05665,5.39265,9638.2,2.05,117.3,5583.5,4.93,3.21,1.6636700000000002,0.919128,1.35664,3.9257800000000005,182.8,7393.0199999999995,1.1516,0.9290839999999999,1.53791,3.6169799999999994
2026-01-28 06:45:00+00:00,0.0,5.206521739130435,0.0,0.0,0.0,0.6871428571428572,0.7014285714285714,0.7,0.66,0.0,5.385714285714286,5.628571428571428,36.32857142857143,1.942857142857143,2.0571428571428574,1.9428571428571428,0.4714285714285714,6.617142857142857,5.55,5.602857142857142,8.698571428571428,50.0,404.57142857142856,234.71428571428572,405.92857142857144,233.1,405.35714285714283,234.67142857142858,405.3,234.20000000000002,4.567142857142858,1.2971457142857141,1.3044142857142857,2.041468571428571,4.646844285714286,9639.085714285715,2.0471428571428567,117.3,5584.142857142857,4.93,3.1342857142857143,0.9470197142857143,0.9165287142857143,1.3488328571428574,3.210585714285714,182.8,7393.642857142857,0.8729685714285714,0.9261974285714285,1.531962857142857,3.328368571428572
2026-01-28 07:00:00+00:00,0.0,5.455696202531645,0.0,0.0,0.0,0.67,0.66,0.7066666666666667,0.66,0.0,6.866666666666667,5.833333333333333,40.266666666666666,2.3666666666666667,1.3333333333333333,2.1,0.5,6.19,4.296666666666667,5.593333333333334,8.686666666666666,50.0,404.6666666666667,234.96666666666667,405.8333333333333,233.1,405.3666666666666,234.6,405.3333333333333,234.20000000000002,4.36,1.0070866666666667,1.3037233333333333,2.038653333333333,4.34899,9640.1,2.04,117.3,5584.866666666666,4.93,2.93,0.6598786666666666,0.91518,1.3447466666666668,2.923386666666667,182.80000000000004,7394.433333333334,0.7602176666666667,0.9254023333333333,1.5315900000000002,3.2183566666666668
