split,mae,rmse,mape,r2
1,0.21415858142748223,0.27126317107946085,6.067840197838647,0.4180101553979626
2,0.1842465210605201,0.2623200215357825,4.919689645796177,0.7907670046623672
3,0.05907787738266426,0.10287660783973292,2.0661972399969786,0.9255536792387403
4,0.02002755401037439,0.03739795338578687,0.6317512603317295,0.9885760074505309
5,0.03264355649545493,0.053474613797192413,0.8242347184772538,0.9917390364514082
