num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.10203081807529917,0.14546647352759112,2.901942612488157,0.8229291766402019,0.09043801694076689,0.11339616920190247,2.4628905683785898,0.24055209879082698
