split,mae,rmse,mape,r2
1,0.05654779697005402,0.11244620544663812,2.183562325872166,0.9640859995523412
2,0.0639650822141365,0.10403624335201474,3.1037783127904155,0.97396327792677
3,0.03258250453327033,0.058443532731057554,1.24202611898187,0.9882823588350435
