num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
3,0.05083806603300803,0.09183840627582344,2.170450170458219,0.9752906602584229,0.017142917242947444,0.030012138470725397,0.973672855613246,0.012540309699113853
