num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.0072159124664517415,0.01588882496641585,0.319838801848585,0.7878599578382967,0.007074596036744449,0.022273813991711636,0.438313572669881,0.13934356186881663
