num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.0254258754294986,0.09378659308423686,1.6384154088700285,0.7117580664111782,0.0071529297311276295,0.07815860048325858,2.9691087974000925,0.4296296439941561
