split,mae,rmse,mape,r2
1,0.00623614973831969,0.008039446986742227,0.2867440809589017,0.9569335793304338
2,0.006278450935069669,0.013508352522077442,0.31612211232305854,0.9780654201524663
3,0.006299246919918577,0.01505223228642225,0.31529959750467773,0.9234753188567981
4,0.006742995985692507,0.011135230185351341,0.32476127748300115,0.981461382856394
5,0.0074173559958881615,0.015619328925356033,0.3910967601020173,0.9776311595824435
