num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.0043861773871634105,0.01236099437194263,0.192509741888594,0.9227351940168955,0.0008156819544255452,0.013477926553234067,0.08245123631625144,0.07509897373575546
