split,mae,rmse,mape,r2
1,0.004192192165201025,0.008990195035317871,0.15867166822545414,0.8391457515919163
2,0.004319408273787195,0.005958514705451229,0.1714179185028524,0.9966406375986693
3,0.0040864813033006184,0.0058983915728534845,0.15869032881816508,0.9865093990443914
4,0.005755528334084381,0.03630133740994403,0.33817845529717433,0.8478351563866147
5,0.003577276859443831,0.0046565331361465255,0.13559033859932404,0.9435450254628857
