num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.025117392062081245,0.09106862786676435,1.5725364634774521,0.7160520123246052,0.006625394277699815,0.07325540307674955,2.8215832969255206,0.43165971716670487
