num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.16306834148488497,0.22087930914618017,4.629385719722782,0.46999144872228626,0.16267276064345862,0.1880430972893203,4.556488294955377,0.9696139645219028
