num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
3,0.009521016531504624,0.03242932545442314,0.5148462196784892,-0.24664401684106693,0.007913233487388044,0.04355912947526102,0.4283824484069046,1.978114136689356
