split,mae,rmse,mape,r2
1,0.018853658116116633,0.08327213934135198,1.0188590723108233,-2.5785162474031713
2,0.00610114600756434,0.009572370759990624,0.3366510878632633,0.9657871065247567
3,0.004889054771110855,0.006218751445108885,0.2571360440037426,0.7868458093340829
