num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.008854916208244495,0.020621526302393015,0.23708912712976624,-0.0026538430650426825,0.001407457866331642,0.013044939540594557,0.04065835252326136,2.104117252353567
