split,mae,rmse,mape,r2
1,0.006979458073835536,0.009009640647701997,0.18320426068119836,0.9764406184126854
2,0.010053864197155604,0.03475212083175361,0.28635781881615346,0.9804036906840011
3,0.010358386590060921,0.03468452853755416,0.27390616733257034,-3.525510313361318
4,0.008340318147073277,0.012319775232285802,0.22083238053758952,0.8573050386758106
5,0.008532128336159999,0.011752342928158238,0.22674432742732778,0.9488429609682854
