split,mae,rmse,mape,r2
1,0.016733961481989655,0.020724825865109164,0.21816867951285962,0.9263130234194636
2,0.034858898673742755,0.19989716091703333,6.618659365234415,0.8440593062917745
3,0.02514332091368428,0.12740427470270974,0.3539063104521099,-0.052673769479706145
4,0.026598651100388657,0.07030464764367932,0.38302595522666505,0.9551422086354073
5,0.02225212814060091,0.03701223020529027,0.28892200696121306,0.9074192927560868
