num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.025117392062081252,0.09106862786676437,1.5725364634774526,0.7160520123246052,0.006625394277699808,0.07325540307674955,2.821583296925521,0.4316597171667048
