split,mae,rmse,mape,r2
1,0.03240741040734892,0.04764260598960971,0.4742037383002293,0.9852217491270203
2,0.034203403323668786,0.07405053804228474,0.6895473082564262,0.9950254570436804
3,0.025767789988355556,0.051519521385455784,0.4900511991634814,0.9976720241970625
4,0.027614113972081408,0.08469921341611404,0.5497802604668864,0.9935009711329034
5,0.03821484376876283,0.06275235232260654,0.7888074779701539,0.9957250211391172
