split,mae,rmse,mape,r2
1,0.4882958458782644,0.5234775648355198,25.947825507431183,-4.854734780569942
2,0.009142416986535637,0.034881294681460825,0.5150604725613523,0.768317499460735
3,0.022881422601394287,0.09140745649078219,1.2406799685997358,-3.0474426207475442
4,0.005962985547806225,0.013691085604786721,0.34299177791301966,0.9305893644413746
5,0.006220150946064144,0.01090783271239122,0.35658592593789584,0.9746306316340226
