split,mae,rmse,mape,r2
1,0.012412986169579346,0.016897006338883965,0.1667962262890551,0.9917421578059961
2,0.05057015452028413,0.1643126920306555,2390100.585367226,0.9977810273548059
3,0.019997755203016984,0.05299029802406926,1259886.1635569874,0.999791795011629
4,0.0056869432873325534,0.01932236827881324,1868959.0529172537,0.9999677214688844
5,0.01034050224196333,0.08242156437490973,41567844.41617428,0.9994230104952166
