num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
3,0.005916412027854347,0.011117011730695974,0.28640319811341836,0.9229147714519311,0.000622230611026873,0.003830273252263793,0.04054279605709633,0.059964859202672714
