split,mae,rmse,mape,r2
1,0.004522484788549372,0.006559715307642888,0.13747450946800951,0.6137183055637974
2,0.01983780387764252,0.055680261634813544,1.1034268823437725,0.953676295918637
3,0.00461965513664723,0.00751980182665975,0.14116974058249288,0.752240739418255
4,0.0034731170672898264,0.004879945587732414,0.1064102907981639,0.7159923333427802
5,0.0036265014621297805,0.0048044004752306625,0.1107125860504864,0.9036721149480128
