controller,total_rows,out_of_range_counts,total_stuck_points
e0203,9478,"{'power_total': 0, 'current_l1': 0, 'current_l2': 0, 'current_l3': 0, 'volts_l1_n': 0, 'volts_l2_n': 0, 'volts_l3_n': 0, 'power_factor_avg': 0}","{'power_total': 1277, 'current_l1': 2195, 'current_l2': 1705, 'current_l3': 3139, 'volts_l1_n': 1284, 'volts_l2_n': 1263, 'volts_l3_n': 1297, 'power_factor_avg': 5784}"
