time,controller,power_factor_avg,current_l1,current_l2,current_l3,volts_l1_n,volts_l2_n,volts_l3_n,power_total
2025-11-05 06:30:00+00:00,e0203,0.8000000000000002,2.013333333333333,0.0,1.9066666666666665,234.0,231.63333333333333,234.26666666666665,0.7373289999999999
2025-11-05 06:45:00+00:00,e0203,0.8014285714285715,2.0185714285714282,0.0,1.9114285714285713,234.1142857142857,231.82857142857142,234.45714285714286,0.7378742857142857
2025-11-05 07:00:00+00:00,e0203,0.8,2.0175,0.0,1.9,234.3875,232.0625,234.6875,0.738067
2025-11-05 07:15:00+00:00,e0203,0.8000000000000002,2.018333333333333,0.0,1.8983333333333332,234.0666666666667,231.71666666666667,234.4333333333333,0.733619
2025-11-05 07:30:00+00:00,e0203,0.80125,2.00875,0.0,1.9,233.975,231.6125,234.25,0.733832375
2025-11-05 07:45:00+00:00,e0203,0.8,2.004285714285714,0.0,1.89,234.20000000000002,231.92857142857142,234.55714285714288,0.732403857142857
2025-11-05 08:00:00+00:00,e0203,0.8,1.9975,0.0,1.88875,233.75,231.4,234.05,0.728417
2025-11-05 08:15:00+00:00,e0203,0.8,1.9842857142857144,0.0,1.8771428571428572,233.85714285714286,231.64285714285714,234.21428571428572,0.7245727142857143
2025-11-05 08:30:00+00:00,e0203,0.8,1.99375,0.0,1.8837499999999998,233.8,231.5,234.125,0.72690475
2025-11-05 08:45:00+00:00,e0203,0.8,1.9857142857142858,0.0,1.8757142857142857,234.52857142857144,232.18571428571428,234.84285714285716,0.7272041428571429
2025-11-05 09:00:00+00:00,e0203,0.8,1.9728571428571429,0.0,1.8657142857142859,235.3857142857143,233.15714285714284,235.75714285714284,0.7229265714285714
2025-11-05 09:15:00+00:00,e0203,0.8,1.97625,0.0,1.8775,236.1125,233.8625,236.525,0.7270673750000001
2025-11-05 09:30:00+00:00,e0203,0.8,1.96625,0.0,1.88,237.7625,235.525,238.1625,0.72798425
2025-11-05 09:45:00+00:00,e0203,0.7985714285714286,1.9599999999999997,0.0,1.8828571428571428,235.02857142857144,232.78571428571428,235.45714285714286,0.7176105714285715
2025-11-05 10:00:00+00:00,e0203,0.7971428571428572,1.9828571428571427,0.0,1.92,234.41428571428574,232.12857142857143,234.82857142857142,0.7288322857142857
2025-11-05 10:15:00+00:00,e0203,0.7925,1.9925,0.0,1.92625,234.5,232.3625,235.11249999999998,0.7297235
2025-11-05 10:30:00+00:00,e0203,0.79,1.9714285714285715,0.0,1.9042857142857144,234.57142857142858,232.41428571428574,235.14285714285714,0.7213708571428572
2025-11-05 10:45:00+00:00,e0203,0.50125,0.60375,0.0,0.3025,235.0,232.775,235.6,0.1347455375
2025-11-05 11:00:00+00:00,e0203,0.46,0.4,0.0,0.07,234.95,232.86249999999998,235.775,0.049028037499999996
2025-11-05 11:15:00+00:00,e0203,0.46,0.4,0.0,0.07,234.85714285714286,232.6,235.6142857142857,0.04890275714285714
2025-11-05 11:30:00+00:00,e0203,0.46,0.4,0.0,0.07,234.5875,232.275,235.35,0.0489536125
2025-11-05 11:45:00+00:00,e0203,0.46,0.4,0.0,0.07,234.67142857142858,232.42857142857142,235.47142857142856,0.04902611428571429
2025-11-05 12:00:00+00:00,e0203,0.46,0.4,0.0,0.07,234.8875,232.625,235.6625,0.0492004875
2025-11-05 12:15:00+00:00,e0203,0.46,0.40714285714285714,0.0,0.07,235.1,232.82857142857142,235.87142857142857,0.04924871428571428
2025-11-05 12:30:00+00:00,e0203,0.46,0.4,0.0,0.07,235.175,232.9,235.925,0.049247637500000004
