controller,total_rows,out_of_range_counts,total_stuck_points
e0205,9479,"{'power_total': 0, 'current_l1': 0, 'current_l2': 0, 'current_l3': 0, 'volts_l1_n': 0, 'volts_l2_n': 0, 'volts_l3_n': 0, 'power_factor_avg': 0}","{'power_total': 1321, 'current_l1': 1829, 'current_l2': 3818, 'current_l3': 3585, 'volts_l1_n': 1340, 'volts_l2_n': 1321, 'volts_l3_n': 1339, 'power_factor_avg': 7352}"
