result,table,controller,site,power_factor_avg,units,current_l1,current_l2,current_l3,volts_l1_n,volts_l2_n,volts_l3_n,apparent_power_total,power_l1,power_l2,power_l3,power_total
0.0,2.0,0.0,0.0,0.7885714285714286,0.0,0.6814285714285715,0.55,0.7228571428571428,235.20000000000002,233.94285714285712,235.41428571428574,0.4573682857142857,0.13841314285714285,0.10177542857142859,0.11921471428571428,0.3590727142857143
0.0,2.048780487804878,0.0,0.0,0.79,0.0,0.68,0.55,0.72,234.8,233.525,235.05,0.4559945,0.1379685,0.101631625,0.11900875,0.357555625
0.0,2.0,0.0,0.0,0.79,0.0,0.68,0.55,0.72,234.525,233.3375,234.95000000000002,0.455514625,0.137788,0.101616625,0.118868125,0.358079875
0.0,2.048780487804878,0.0,0.0,0.8725,0.0,0.53,0.4,0.54,234.6125,233.4875,235.1875,0.34324,0.1175235,0.0822286625,0.09623635,0.295753125
0.0,2.0555555555555554,0.0,0.0,0.9,0.0,0.48428571428571426,0.35,0.48,234.12857142857143,232.95714285714286,234.71428571428572,0.3052714285714285,0.1107187142857143,0.0756306,0.08827727142857143,0.27437885714285715
0.0,2.054054054054054,0.0,0.0,0.92,0.0,0.48,0.35,0.48,234.22857142857143,233.05714285714288,234.82857142857142,0.22640534285714284,0.11049114285714287,0.07575042857142857,0.08848664285714285,0.27469271428571423
0.0,2.0,0.0,0.0,0.94375,0.0,0.2275,0.15,0.1925,236.25,234.7875,237.0375,0.1339093,0.0526284625,0.0318760375,0.0366491325,0.1212592875
0.0,1.967741935483871,0.0,0.0,0.9,0.0,0.48333333333333334,0.3499999999999999,0.48,234.66666666666666,233.36666666666667,235.35,0.30708183333333333,0.11109966666666667,0.07607233333333334,0.08860956666666665,0.2757213333333333
0.0,2.1052631578947367,0.0,0.0,0.9,0.0,0.48,0.35,0.48,234.20000000000002,232.78571428571428,234.8857142857143,0.3055818571428571,0.11029985714285714,0.07589407142857144,0.0886234857142857,0.2746188571428571
0.0,2.0,0.0,0.0,0.9,0.0,0.48,0.35,0.48,234.9,233.6125,235.55,0.306830125,0.110447,0.0757941125,0.0888549875,0.2754355
0.0,2.0555555555555554,0.0,0.0,0.9,0.0,0.48,0.35,0.48,235.18571428571428,233.92857142857142,236.0,0.3073868571428572,0.11092342857142858,0.07604747142857142,0.08884304285714285,0.275557
0.0,2.0,0.0,0.0,0.9,0.0,0.48,0.35,0.48,235.5142857142857,234.21428571428572,236.27142857142857,0.3073748571428571,0.11088385714285713,0.0761471857142857,0.08910275714285713,0.2761337142857143
0.0,2.0,0.0,0.0,0.9,0.0,0.48,0.35,0.48,235.55,234.2125,236.25,0.3079095,0.11096425,0.07604845,0.0891531625,0.276181
0.0,2.0,0.0,0.0,0.9,0.0,0.48,0.3499999999999999,0.48,235.73333333333335,234.26666666666665,236.36666666666667,0.30809466666666663,0.11118499999999999,0.07617353333333333,0.08923316666666666,0.27669066666666664
0.0,2.0,0.0,0.0,0.9,0.0,0.48,0.35,0.48,236.3,234.925,236.95000000000002,0.309227375,0.1114725,0.0763340125,0.08941765,0.27714025
0.0,2.0,0.0,0.0,0.9,0.0,0.48,0.35,0.48,237.21428571428572,235.82857142857142,237.84285714285716,0.3111847142857143,0.11197628571428572,0.07655694285714286,0.08994074285714285,0.27825214285714284
0.0,2.13953488372093,0.0,0.0,0.9,0.0,0.48,0.35,0.48,237.2,235.7,237.7375,0.31091125,0.11209325,0.0765617125,0.08990667499999999,0.278685
0.0,2.0,0.0,0.0,0.9,0.0,0.48,0.35,0.48,237.2625,235.7875,237.79999999999998,0.311022,0.1118645,0.0766303375,0.0901262625,0.2783325
0.0,2.0,0.0,0.0,0.9,0.0,0.48428571428571426,0.35,0.48,237.5,235.95714285714286,238.08571428571426,0.3117044285714286,0.11228057142857142,0.07672688571428572,0.0903011,0.27925314285714287
0.0,2.048780487804878,0.0,0.0,0.9,0.0,0.4875,0.35,0.48,238.29999999999998,236.79999999999998,238.9,0.3136115,0.112892125,0.07707987499999999,0.090863875,0.2808225
0.0,2.108108108108108,0.0,0.0,0.9,0.0,0.48142857142857143,0.35,0.48,237.35714285714286,235.87142857142857,237.98571428571427,0.31148371428571425,0.11208657142857144,0.07678642857142857,0.09002915714285716,0.27890785714285715
0.0,2.0,0.0,0.0,0.8975,0.0,0.48,0.35,0.48,237.7875,236.2375,238.35,0.31247925,0.11225225,0.0769719375,0.09044822500000001,0.2795765
0.0,2.0,0.0,0.0,0.9,0.0,0.4828571428571428,0.35,0.48,237.97142857142856,236.47142857142856,238.58571428571426,0.3124317142857143,0.11271457142857143,0.0770119,0.09022595714285715,0.27989899999999995
0.0,2.0,0.0,0.0,0.89875,0.0,0.485,0.35,0.48,238.4375,236.8875,238.95,0.31336325,0.112759375,0.07728705,0.09064488750000001,0.28056325
0.0,2.0,0.0,0.0,0.8928571428571429,0.0,0.4828571428571428,0.35,0.48428571428571426,238.81428571428572,237.29999999999998,239.34285714285716,0.3139834285714286,0.11291671428571427,0.07722929999999999,0.0908827,0.28093799999999997
