time,result,table,controller,site,power_factor_avg,units,current_l1,current_l2,current_l3,volts_l1_n,volts_l2_n,volts_l3_n,power_total
2025-11-05 09:30:00+00:00,0.0,1.48,e0208,0.0,0.7816666666666667,0.0,9.709999999999999,9.976666666666667,10.591666666666667,236.86666666666667,235.03333333333333,236.86666666666667,5.600176666666666
2025-11-05 09:45:00+00:00,0.0,1.5,e0208,0.0,0.7942857142857144,0.0,9.651428571428571,9.954285714285716,10.557142857142859,234.1,232.27142857142857,234.07142857142858,5.575778571428572
2025-11-05 10:00:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.8,0.0,9.635714285714286,9.938571428571427,10.567142857142857,233.05714285714288,231.24285714285716,233.02857142857144,5.583381428571428
2025-11-05 10:15:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.625,9.94875,10.57375,233.3875,231.5875,233.3625,5.58685
2025-11-05 10:30:00+00:00,0.0,1.5,e0208,0.0,0.7957142857142857,0.0,9.604285714285714,9.922857142857142,10.558571428571428,233.21428571428572,231.4,233.24285714285716,5.586881428571429
2025-11-05 10:45:00+00:00,0.0,1.5,e0208,0.0,0.7937500000000001,0.0,9.61375,9.9275,10.575,233.2,231.4125,233.3125,5.5682075
2025-11-05 11:00:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.7975000000000001,0.0,9.594999999999999,9.91,10.62125,233.2,231.425,233.4875,5.57896625
2025-11-05 11:15:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.605714285714285,9.925714285714287,10.665714285714285,233.18571428571428,231.37142857142857,233.57142857142858,5.581251428571428
2025-11-05 11:30:00+00:00,0.0,1.5,e0208,0.0,0.7928571428571429,0.0,9.592857142857143,9.912857142857144,10.642857142857142,233.08571428571426,231.25714285714284,233.41428571428574,5.576822857142857
2025-11-05 11:45:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.5925,9.90375,10.6475,233.2625,231.4125,233.525,5.575177500000001
2025-11-05 12:00:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.5975,9.905000000000001,10.64,233.25,231.35,233.525,5.57921
2025-11-05 12:15:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.7957142857142857,0.0,9.598571428571429,9.915714285714285,10.64857142857143,233.5,231.68571428571428,233.82857142857142,5.59348
2025-11-05 12:30:00+00:00,0.0,1.5,e0208,0.0,0.795,0.0,9.598749999999999,9.905000000000001,10.65625,233.525,231.675,233.875,5.590405
2025-11-05 12:45:00+00:00,0.0,1.5,e0208,0.0,0.7942857142857144,0.0,9.6,9.9,10.661428571428571,233.82857142857142,232.0,234.24285714285716,5.590788571428571
2025-11-05 13:00:00+00:00,0.0,1.4848484848484849,e0208,0.0,0.79,0.0,9.6025,9.895,10.66625,234.0125,232.1625,234.36249999999998,5.58376
2025-11-05 13:15:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.79,0.0,9.617142857142856,9.891428571428573,10.687142857142858,234.08571428571426,232.1142857142857,234.41428571428574,5.578614285714286
2025-11-05 13:30:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.624285714285715,9.918571428571429,10.694285714285714,234.3857142857143,232.4857142857143,234.79999999999998,5.602548571428572
2025-11-05 13:45:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.6425,9.915,10.717500000000001,235.1,233.125,235.475,5.6149
2025-11-05 14:00:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.79,0.0,9.66,9.93142857142857,10.715714285714286,235.97142857142856,233.97142857142856,236.28571428571428,5.61846
2025-11-05 14:15:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.79,0.0,9.65625,9.915,10.71625,236.2125,234.2,236.4875,5.60588
2025-11-05 14:30:00+00:00,0.0,1.5,e0208,0.0,0.7887500000000001,0.0,9.675,9.90875,10.7125,236.425,234.26250000000002,236.65,5.62363375
2025-11-05 14:45:00+00:00,0.0,1.5,e0208,0.0,0.7885714285714286,0.0,9.682857142857143,9.918571428571429,10.722857142857142,236.78571428571428,234.65714285714284,236.87142857142857,5.62809
2025-11-05 15:00:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.682857142857143,9.914285714285715,10.72,235.87142857142857,234.14285714285714,236.45714285714286,5.627948571428571
2025-11-05 15:15:00+00:00,0.0,1.5294117647058822,e0208,0.0,0.79,0.0,9.68,9.9275,10.71,236.25,234.25,236.5,5.6231575000000005
2025-11-05 15:30:00+00:00,0.0,1.5,e0208,0.0,0.7871428571428571,0.0,9.682857142857143,9.945714285714287,10.717142857142857,236.72857142857143,234.77142857142857,237.02857142857144,5.633677142857143
2025-11-05 15:45:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.66875,9.93,10.69625,236.575,234.63750000000002,236.85,5.61824
2025-11-05 16:00:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.7842857142857144,0.0,9.685714285714285,9.947142857142856,10.705714285714285,236.91428571428574,235.0,237.17142857142855,5.61318
2025-11-05 16:15:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.78,0.0,9.71,9.94125,10.7025,236.925,235.025,237.1875,5.62065625
2025-11-05 16:30:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.78,0.0,9.715,9.9625,10.71625,237.8,235.9,238.1,5.63736625
2025-11-05 16:45:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.70857142857143,9.945714285714285,10.704285714285716,237.85714285714286,235.94285714285712,238.0142857142857,5.622722857142857
2025-11-05 17:00:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.717500000000001,9.955,10.69875,238.05,236.14999999999998,238.3125,5.6089775
2025-11-05 17:15:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.732857142857142,9.97,10.707142857142857,238.5142857142857,236.64285714285714,238.72857142857143,5.62912
2025-11-05 17:30:00+00:00,0.0,1.4848484848484849,e0208,0.0,0.7837500000000001,0.0,9.70875,9.945,10.682500000000001,237.625,235.7875,237.86249999999998,5.6273725
2025-11-05 17:45:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.668571428571429,9.922857142857142,10.664285714285715,235.78571428571428,233.94285714285712,236.1,5.59824
2025-11-05 18:00:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.684999999999999,9.93625,10.67,235.92499999999998,234.07500000000002,236.1875,5.61022375
2025-11-05 18:15:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.79,0.0,9.672857142857142,9.925714285714287,10.664285714285715,235.5142857142857,233.6142857142857,235.64285714285714,5.610992857142857
2025-11-05 18:30:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.79,0.0,9.67,9.918571428571429,10.64857142857143,235.70000000000002,233.87142857142857,236.0142857142857,5.589332857142857
2025-11-05 18:45:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.6825,9.942499999999999,10.6575,236.1625,234.3625,236.3875,5.6107775
2025-11-05 19:00:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.685,9.94125,10.63875,236.25,234.375,236.45000000000002,5.61897
2025-11-05 19:15:00+00:00,0.0,1.5,e0208,0.0,0.7842857142857144,0.0,9.68142857142857,9.937142857142858,10.627142857142857,236.74285714285716,234.92857142857142,236.84285714285716,5.60226
2025-11-05 19:30:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.7842857142857144,0.0,9.685714285714285,9.941428571428572,10.632857142857144,236.67142857142858,234.84285714285716,236.78571428571428,5.59255
2025-11-05 19:45:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.70125,9.95,10.64875,237.0875,235.28750000000002,237.225,5.62094375
2025-11-05 20:00:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.78,0.0,9.7075,9.96625,10.65875,237.425,235.6625,237.6875,5.63068125
2025-11-05 20:15:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.78,0.0,9.717142857142857,9.991428571428571,10.672857142857142,237.64285714285714,235.78571428571428,237.8142857142857,5.65055
2025-11-05 20:30:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.695714285714287,9.952857142857143,10.644285714285715,237.5,235.75714285714284,237.79999999999998,5.629622857142857
2025-11-05 20:45:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.705,9.97375,10.6425,237.4875,235.7125,237.6625,5.6159625
2025-11-05 21:00:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.694285714285714,9.961428571428572,10.625714285714285,237.31428571428572,235.45714285714286,237.37142857142857,5.607862857142857
2025-11-05 21:15:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.70375,9.953750000000001,10.633750000000001,237.0375,235.175,237.125,5.611225
2025-11-05 21:30:00+00:00,0.0,1.5,e0208,0.0,0.78,0.0,9.68375,9.959999999999999,10.62125,236.975,235.17499999999998,237.125,5.6173512500000005
2025-11-05 21:45:00+00:00,0.0,1.5,e0208,0.0,0.7828571428571429,0.0,9.69,9.974285714285715,10.637142857142857,236.92857142857142,235.17142857142858,237.12857142857143,5.608438571428572
2025-11-05 22:00:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.662857142857144,9.95857142857143,10.622857142857143,236.07142857142858,234.35714285714286,236.34285714285716,5.615007142857143
2025-11-05 22:15:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.65375,9.95,10.59375,235.1875,233.4,235.3625,5.59228875
2025-11-05 22:30:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.79,0.0,9.64375,9.94875,10.56625,234.6,232.9125,234.7125,5.58878375
2025-11-05 22:45:00+00:00,0.0,1.5,e0208,0.0,0.7928571428571429,0.0,9.645714285714288,9.952857142857143,10.555714285714286,233.70000000000002,231.97142857142856,233.81428571428572,5.598957142857143
2025-11-05 23:00:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.7957142857142857,0.0,9.642857142857142,9.937142857142858,10.522857142857143,233.08571428571426,231.3,232.94285714285712,5.563994285714286
2025-11-05 23:15:00+00:00,0.0,1.4848484848484849,e0208,0.0,0.8,0.0,9.641250000000001,9.942499999999999,10.515,231.9,230.1,231.9375,5.55889
2025-11-05 23:30:00+00:00,0.0,1.5,e0208,0.0,0.80125,0.0,9.6375,9.94875,10.5075,230.7,228.8375,230.6,5.5599725
2025-11-05 23:45:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.7985714285714286,0.0,9.674285714285714,9.968571428571428,10.527142857142858,233.1142857142857,231.21428571428572,232.84285714285713,5.578955714285714
2025-11-06 00:00:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.65875,9.9525,10.5075,232.1375,230.2875,231.9625,5.56624125
2025-11-06 00:15:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.8,0.0,9.65857142857143,9.962857142857144,10.512857142857143,231.02857142857144,229.20000000000002,230.94285714285712,5.582858571428572
2025-11-06 00:30:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.8028571428571428,0.0,9.674285714285714,9.967142857142857,10.53,231.28571428571428,229.42857142857142,231.1,5.582975714285714
2025-11-06 00:45:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.70125,9.9825,10.54875,233.4125,231.6,233.3125,5.607245
2025-11-06 01:00:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.691428571428572,9.974285714285715,10.552857142857144,232.85714285714286,230.97142857142856,232.70000000000002,5.605695714285715
2025-11-06 01:15:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.692857142857141,9.981428571428571,10.552857142857144,233.72857142857143,231.87142857142857,233.65714285714284,5.599008571428572
2025-11-06 01:30:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.8,0.0,9.687142857142858,9.97,10.562857142857142,233.4,231.52857142857144,233.04285714285714,5.597522857142857
2025-11-06 01:45:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.68625,9.963750000000001,10.565000000000001,232.6625,230.7125,232.6125,5.60876125
2025-11-06 02:00:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.8,0.0,9.665,9.97875,10.54375,232.0625,230.2375,232.025,5.5865100000000005
2025-11-06 02:15:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.8,0.0,9.66,9.974285714285713,10.549999999999999,232.02857142857144,230.22857142857146,231.92857142857142,5.593077142857142
2025-11-06 02:30:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.6625,9.96125,10.5475,232.0125,230.225,231.9375,5.58307875
2025-11-06 02:45:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.667142857142858,9.965714285714286,10.557142857142855,232.04285714285714,230.18571428571428,231.95714285714286,5.572692857142857
2025-11-06 03:00:00+00:00,0.0,1.5,e0208,0.0,0.8000000000000002,0.0,9.645000000000001,9.936666666666666,10.545,231.8166666666667,230.0,231.79999999999998,5.561418333333333
2025-11-06 03:15:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.672500000000001,9.96125,10.56875,231.8625,230.0375,231.775,5.59522875
2025-11-06 03:30:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.8,0.0,9.6525,9.94125,10.55625,231.625,229.82500000000002,231.6,5.576735
2025-11-06 03:45:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.65857142857143,9.945714285714287,10.554285714285713,232.08571428571426,230.24285714285716,232.0,5.579014285714286
2025-11-06 04:00:00+00:00,0.0,1.4615384615384615,e0208,0.0,0.8000000000000002,0.0,9.68,9.979999999999999,10.573333333333332,232.5,230.66666666666666,232.4333333333333,5.5922633333333325
2025-11-06 04:15:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.682222222222222,9.992222222222223,10.577777777777778,232.84444444444443,231.06666666666666,232.79999999999998,5.610011111111111
2025-11-06 04:30:00+00:00,0.0,1.4827586206896552,e0208,0.0,0.8,0.0,9.674285714285714,9.97,10.577142857142858,233.0142857142857,231.27142857142857,233.02857142857144,5.610474285714285
2025-11-06 04:45:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.644285714285715,9.950000000000001,10.535714285714286,232.6142857142857,230.87142857142857,232.54285714285714,5.577387142857143
2025-11-06 05:00:00+00:00,0.0,1.5294117647058822,e0208,0.0,0.8,0.0,9.6775,9.9875,10.567499999999999,232.5875,230.775,232.4375,5.58920125
2025-11-06 05:15:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.642857142857142,9.95142857142857,10.518571428571429,231.79999999999998,229.92857142857142,231.6142857142857,5.554912857142857
2025-11-06 05:30:00+00:00,0.0,1.4705882352941178,e0208,0.0,0.8,0.0,9.65,9.975000000000001,10.5,231.775,230.025,231.5,5.5595025
2025-11-06 05:45:00+00:00,0.0,1.52,e0208,0.0,0.8000000000000002,0.0,9.663333333333334,9.975,10.513333333333334,231.63333333333333,229.85,231.29999999999998,5.587618333333334
2025-11-06 06:00:00+00:00,0.0,1.5151515151515151,e0208,0.0,0.8,0.0,9.64,9.95125,10.4925,231.33749999999998,229.5625,231.1625,5.5590399999999995
2025-11-06 06:15:00+00:00,0.0,1.5,e0208,0.0,0.8016666666666667,0.0,9.625,9.943333333333333,10.485000000000001,230.83333333333334,229.08333333333334,230.73333333333335,5.5372449999999995
2025-11-06 06:30:00+00:00,0.0,1.5,e0208,0.0,0.7966666666666666,0.0,9.683333333333332,9.991111111111111,10.536666666666667,233.46666666666664,231.70000000000002,233.2888888888889,5.599005555555555
2025-11-06 06:45:00+00:00,0.0,1.5,e0208,0.0,0.8,0.0,9.68142857142857,9.981428571428571,10.531428571428572,233.6142857142857,231.84285714285716,233.47142857142856,5.597975714285715
2025-11-06 07:00:00+00:00,0.0,1.5,e0208,0.0,0.7937500000000001,0.0,9.65875,9.95625,10.5,233.725,231.9625,233.5375,5.58430875
2025-11-06 07:15:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.69,9.98,10.517142857142858,234.28571428571428,232.52857142857144,234.05714285714288,5.594880000000001
2025-11-06 07:30:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.70875,9.97375,10.53,235.1125,233.35,234.95,5.58579125
2025-11-06 07:45:00+00:00,0.0,1.5,e0208,0.0,0.79,0.0,9.684999999999999,9.971250000000001,10.52625,234.725,232.9625,234.55,5.596255
2025-11-06 08:00:00+00:00,0.0,1.5172413793103448,e0208,0.0,0.79,0.0,9.704285714285716,9.994285714285715,10.528571428571427,234.72857142857146,232.97142857142856,234.55714285714285,5.587868571428572
