num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.0065979039093480435,0.012985038903588802,0.32709555962566134,0.962251072505221,0.00047319282450043775,0.003333430173739204,0.037708741444764764,0.024336588843723646
