ahu_id,month,energy_score_flag,pf_score_flag,unbalance_score_flag,thd_score_flag,overload_score_flag
e0215,2025-12,0.6374327956989247,0.11290322580645161,0.06686827956989247,0.44556451612903225,0.0
e0215,2026-01,0.49260752688172044,0.09408602150537634,0.6928763440860215,0.11391129032258064,0.5786290322580645
e0215,2026-02,0.6183712121212122,0.12215909090909091,0.07102272727272728,0.20928030303030304,0.0
e0216,2025-11,0.2799188640973631,0.7038539553752535,0.7119675456389453,0.0,0.0
e0216,2025-12,0.21068548387096775,0.5514112903225806,0.5557795698924731,0.0,0.0
e0216,2026-01,0.9156586021505376,0.06384408602150538,0.05040322580645161,0.05779569892473118,0.0
e0216,2026-02,0.010416666666666666,1.0,0.3248106060606061,1.0,0.0
e0217,2025-11,0.3047192839707079,0.6798209926769732,0.8197721724979659,0.1273393002441009,0.045565500406834825
e0217,2025-12,0.24865591397849462,0.5530913978494624,0.0030241935483870967,0.03595430107526882,0.0
e0217,2026-01,0.8471102150537635,0.0655241935483871,0.1952284946236559,0.5393145161290323,0.0
e0217,2026-02,0.2897727272727273,0.5085227272727273,0.001893939393939394,0.048295454545454544,0.0
e0218,2025-11,0.31570382424735555,0.32628152969894225,0.11472742066720912,0.24898291293734745,0.31529698942229456
e0218,2025-12,0.2550403225806452,0.3289650537634409,0.02049731182795699,0.3958333333333333,0.385752688172043
