split,mae,rmse,mape,r2
1,0.0069794580738355375,0.009009640647701997,0.1832042606811984,0.9764406184126854
2,0.010053864197155593,0.0347521208317536,0.28635781881615313,0.9804036906840011
3,0.010358386590060914,0.03468452853755417,0.2739061673325702,-3.5255103133613144
4,0.00834031814707326,0.012319775232285782,0.22083238053758905,0.857305038675811
5,0.008532128336159996,0.011752342928158225,0.22674432742732764,0.9488429609682855
