num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.016643005846670746,0.06539237311204318,0.33546952771531274,-0.4699007120972728,0.007123336339742102,0.0457348668215079,0.13419757628203854,2.426391273813305
