split,mae,rmse,mape,r2
1,0.006883077262459978,0.008938909957229573,0.1807823895285513,0.9768090749185064
2,0.009909823746499114,0.03403561271189083,0.27645870898870134,0.9812034213977211
3,0.010487781641944654,0.03559162086210611,0.27733301200697275,-3.765313758109169
4,0.00848595942425027,0.01285627367746743,0.2247947621374052,0.8446063431440242
5,0.008507938966068461,0.011685214303271128,0.2260767629872005,0.949425703323704
