num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.016625152259702895,0.06445875317098829,0.3345972064667058,-0.46471805802268323,0.0072176321709702,0.04634242230554335,0.13658492409600356,2.4263330676038795
