split,mae,rmse,mape,r2
1,0.010238209321518012,0.020320196878527517,0.18284506605261072,0.2802920773093629
2,0.011887604429415836,0.036595103561531714,0.24456592548209466,0.9352345655741933
3,0.015733338277947963,0.07117870308942077,0.3034097282287462,0.2799607453319569
4,0.01662712719077623,0.054147342824542095,0.41980786978043017,0.9456231939192058
5,0.02863948207885645,0.14005241950091932,0.5223574427896475,-4.764700872248135
