num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
3,0.005462012455468577,0.010604240330762555,0.2654186326189516,0.9344992787663378,0.0007076740721400996,0.004101517109403828,0.0440824284019806,0.04482839336546976
