split,mae,rmse,mape,r2
1,0.0060090349152380085,0.013851391879454007,0.29599677553037174,0.9350782616684806
2,0.005714217321742425,0.011966371794845498,0.2853714875561379,0.9790353763892381
3,0.004662785129425296,0.005994957317988158,0.21488763477034525,0.8893841982412949
