num_splits,mean_mae,mean_rmse,mean_mape,mean_r2,std_mae,std_rmse,std_mape,std_r2
5,0.019369645146874743,0.06687386037045658,9389300.874527382,0.9979555902966867,0.017052773847779038,0.060093735029734974,17961322.60283899,0.0030148296130102694
